,Rank,Prev_rank,Rider_name,Team_name,Points,Time,Year,Weight(kg),Height(m),Age,UAE-Team Emirates,Team Jumbo-Visma,INEOS Grenadiers,AG2R Citroën Team,BORA - hansgrohe,Movistar Team,Astana - Premier Tech,"Cofidis, Solutions Crédits",Bahrain - Victorious,EF Education - Nippo,Groupama - FDJ,Deceuninck - Quick Step,Team BikeExchange,Intermarché - Wanty - Gobert Matériaux,Trek - Segafredo,Team Qhubeka NextHash,B&B Hotels p/b KTM,Team Arkéa Samsic,Alpecin-Fenix,Israel Start-Up Nation,Team DSM,Team TotalEnergies,Lotto Soudal
900,127,127,WIŚNIOWSKI Łukasz,CCC Team,25.0,3:46:343:46:34,2019,78.0,1.81,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,128,128,GONÇALVES José,Team Katusha Alpecin,25.0,3:47:153:47:15,2019,70.0,1.85,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,129,129,CUMMINGS Steve,Team Dimension Data,25.0,3:49:453:49:45,2019,73.0,1.89,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
903,141,137,CUMMINGS Steve,Team Dimension Data,25.0,3:53:103:53:10,2017,73.0,1.89,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
904,140,142,CUMMINGS Steve,Team Dimension Data,25.0,4:17:034:17:03,2016,73.0,1.89,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
905,86,86,CUMMINGS Steve,MTN - Qhubeka,25.0,3:12:233:12:23,2015,73.0,1.89,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
906,95,94,CUMMINGS Steve,BMC Racing Team,25.0,2:47:032:47:03,2012,73.0,1.89,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,133,134,LAMPAERT Yves,Deceuninck - Quick Step,25.0,3:54:373:54:37,2019,75.0,1.8,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
908,80,83,LAMPAERT Yves,Quick-Step Floors,25.0,2:52:372:52:37,2018,75.0,1.8,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
909,134,132,HAGA Chad,Team Sunweb,25.0,3:54:513:54:51,2019,71.5,1.91,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
910,72,72,HAGA Chad,Team Sunweb,25.0,2:39:402:39:40,2018,71.5,1.91,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
911,135,133,SCULLY Tom,EF Education First,25.0,3:56:523:56:52,2019,85.0,1.88,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
912,129,129,SCULLY Tom,Team EF Education First-Drapac p/b Cannondale,25.0,3:50:593:50:59,2018,85.0,1.88,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
913,136,136,DE GENDT Aimé,Wanty - Gobert Cycling Team,25.0,3:57:053:57:05,2019,75.0,1.82,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
914,138,138,VAN MELSEN Kévin,Wanty - Gobert Cycling Team,25.0,4:00:204:00:20,2019,77.0,1.85,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
915,141,140,BURGHARDT Marcus,BORA - hansgrohe,25.0,4:02:184:02:18,2019,75.0,1.89,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,92,92,BURGHARDT Marcus,BORA - hansgrohe,25.0,3:04:483:04:48,2018,75.0,1.89,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,131,128,BURGHARDT Marcus,BORA - hansgrohe,25.0,3:45:573:45:57,2017,75.0,1.89,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,89,89,BURGHARDT Marcus,BMC Racing Team,25.0,3:20:223:20:22,2016,75.0,1.89,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,154,154,BURGHARDT Marcus,BMC Racing Team,25.0,4:48:404:48:40,2014,75.0,1.89,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,98,94,BURGHARDT Marcus,BMC Racing Team,25.0,2:54:012:54:01,2013,75.0,1.89,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,58,59,BURGHARDT Marcus,BMC Racing Team,25.0,1:57:391:57:39,2012,75.0,1.89,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,164,164,BURGHARDT Marcus,BMC Racing Team,25.0,3:44:083:44:08,2011,75.0,1.89,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,142,142,MONFORT Maxime,Lotto Soudal,25.0,4:03:564:03:56,2019,66.0,1.81,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
924,14,14,MONFORT Maxime,RadioShack - Leopard,160.0,23:3823:38,2013,66.0,1.81,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
925,16,16,MONFORT Maxime,RadioShack - Nissan,140.0,28:3028:30,2012,66.0,1.81,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
926,29,29,MONFORT Maxime,Leopard Trek,55.0,53:1653:16,2011,66.0,1.81,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
927,143,143,BONNET William,Groupama - FDJ,25.0,4:05:324:05:32,2019,80.0,1.85,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
928,127,128,BONNET William,FDJ,25.0,4:06:184:06:18,2016,80.0,1.85,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
929,158,158,BONNET William,FDJ.fr ,25.0,4:59:574:59:57,2014,80.0,1.85,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
930,145,147,GROENEWEGEN Dylan,Team Jumbo-Visma,25.0,4:07:104:07:10,2019,70.0,1.77,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,156,158,GROENEWEGEN Dylan,Team LottoNL-Jumbo,25.0,4:16:024:16:02,2017,70.0,1.77,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,160,161,GROENEWEGEN Dylan,Team LottoNL-Jumbo,25.0,4:30:344:30:34,2016,70.0,1.77,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,146,144,HEPBURN Michael,Mitchelton-Scott,25.0,4:07:324:07:32,2019,77.0,1.86,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
934,117,119,HEPBURN Michael,Mitchelton-Scott,25.0,3:36:303:36:30,2018,77.0,1.86,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
935,147,146,BAK Lars Ytting,Team Dimension Data,25.0,4:07:484:07:48,2019,76.0,1.9,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
936,123,122,BAK Lars Ytting,Lotto Soudal,25.0,3:37:043:37:04,2017,76.0,1.9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
937,173,174,BAK Lars Ytting,Lotto Soudal,25.0,5:01:185:01:18,2016,76.0,1.9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
938,37,37,BAK Lars Ytting,Lotto Soudal,25.0,1:56:571:56:57,2015,76.0,1.9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
939,82,81,BAK Lars Ytting,Lotto Belisol ,25.0,3:23:413:23:41,2014,76.0,1.9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
940,108,109,BAK Lars Ytting,Lotto Belisol Team,25.0,3:07:123:07:12,2013,76.0,1.9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
941,96,96,BAK Lars Ytting,Lotto Belisol Team,25.0,2:48:052:48:05,2012,76.0,1.9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
942,154,154,BAK Lars Ytting,HTC - High Road,25.0,3:33:253:33:25,2011,76.0,1.9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,149,149,RICHEZE Maximiliano,Deceuninck - Quick Step,25.0,4:10:054:10:05,2019,68.0,1.77,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
944,135,137,RICHEZE Maximiliano,Quick-Step Floors,25.0,3:58:583:58:58,2018,68.0,1.77,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
945,144,145,RICHEZE Maximiliano,Etixx - Quick Step,25.0,4:22:024:22:02,2016,68.0,1.77,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
946,151,151,DOWSETT Alex,Team Katusha Alpecin,25.0,4:14:394:14:39,2019,75.0,1.82,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,153,153,DEBUSSCHERE Jens,Team Katusha Alpecin,25.0,4:29:074:29:07,2019,77.0,1.84,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,145,145,DEBUSSCHERE Jens,Lotto Soudal,25.0,4:16:064:16:06,2015,77.0,1.84,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
949,154,154,OFFREDO Yoann,Wanty - Gobert Cycling Team,25.0,4:31:434:31:43,2019,69.0,1.89,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
950,91,91,OFFREDO Yoann,Wanty - Groupe Gobert,25.0,3:04:273:04:27,2018,69.0,1.89,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
951,110,111,OFFREDO Yoann,Wanty - Groupe Gobert,25.0,3:20:503:20:50,2017,69.0,1.89,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
952,155,155,LANGEVELD Sebastian,EF Education First,25.0,4:34:234:34:23,2019,67.0,1.78,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
953,140,140,LANGEVELD Sebastian,Garmin Sharp,25.0,4:34:294:34:29,2014,67.0,1.78,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
954,150,150,LANGEVELD Sebastian,Orica GreenEDGE,25.0,3:50:123:50:12,2012,67.0,1.78,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
955,12,12,FUGLSANG Jakob,Astana Pro Team,180.0,19:4619:46,2018,65.0,1.81,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,52,52,FUGLSANG Jakob,Astana Pro Team,25.0,2:17:162:17:16,2016,65.0,1.81,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,23,23,FUGLSANG Jakob,Astana Pro Team,85.0,1:25:231:25:23,2015,65.0,1.81,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,36,36,FUGLSANG Jakob,Astana Pro Team,25.0,1:54:501:54:50,2014,65.0,1.81,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,7,7,FUGLSANG Jakob,Astana Pro Team,240.0,12:1712:17,2013,65.0,1.81,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,50,50,FUGLSANG Jakob,Leopard Trek,25.0,1:39:581:39:58,2011,65.0,1.81,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
961,18,18,POZZOVIVO Domenico,Bahrain Merida Pro Cycling Team,120.0,39:0839:08,2018,53.0,1.65,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,33,33,POZZOVIVO Domenico,AG2R La Mondiale,35.0,1:25:141:25:14,2016,53.0,1.65,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,23,23,NIEVE Mikel,Mitchelton-Scott,85.0,49:1949:19,2018,62.0,1.73,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
964,14,14,NIEVE Mikel,Team Sky,160.0,25:2825:28,2017,62.0,1.73,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,17,17,NIEVE Mikel,Team Sky,130.0,38:3038:30,2016,62.0,1.73,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,18,18,NIEVE Mikel,Team Sky,120.0,46:3146:31,2014,62.0,1.73,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,12,12,NIEVE Mikel,Euskaltel - Euskadi,180.0,20:0120:01,2013,62.0,1.73,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,37,37,TOLHOEK Antwan,Team LottoNL-Jumbo,25.0,1:39:011:39:01,2018,61.0,1.78,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,39,38,CHAVANEL Sylvain,Direct Energie,25.0,1:47:471:47:47,2018,73.0,1.81,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
970,25,25,CHAVANEL Sylvain,Direct Energie,75.0,1:04:221:04:22,2017,73.0,1.81,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
971,43,43,CHAVANEL Sylvain,Direct Energie,25.0,2:02:532:02:53,2016,73.0,1.81,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
972,54,54,CHAVANEL Sylvain,IAM Cycling,25.0,2:29:282:29:28,2015,73.0,1.81,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,34,34,CHAVANEL Sylvain,IAM Cycling,30.0,1:48:131:48:13,2014,73.0,1.81,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,31,31,CHAVANEL Sylvain,Omega Pharma - Quick-Step,45.0,1:03:411:03:41,2013,73.0,1.81,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
975,61,61,CHAVANEL Sylvain,Quickstep Cycling Team,25.0,1:52:211:52:21,2011,73.0,1.81,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
976,40,40,ĐURASEK Kristijan,UAE-Team Emirates,25.0,1:48:061:48:06,2018,58.0,1.7,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,50,51,ĐURASEK Kristijan,UAE Team Emirates,25.0,2:04:532:04:53,2017,58.0,1.7,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,51,51,ĐURASEK Kristijan,Lampre - Merida,25.0,2:15:162:15:16,2016,58.0,1.7,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,76,76,ĐURASEK Kristijan,Lampre - Merida,25.0,3:02:143:02:14,2015,58.0,1.7,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,46,46,ĐURASEK Kristijan,Lampre - Merida,25.0,2:21:182:21:18,2014,58.0,1.7,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,41,41,VICHOT Arthur,Groupama - FDJ,25.0,1:51:191:51:19,2018,74.0,1.84,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
982,78,79,VICHOT Arthur,FDJ,25.0,3:02:103:02:10,2016,74.0,1.84,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
983,66,66,VICHOT Arthur,FDJ.fr ,25.0,2:15:062:15:06,2013,74.0,1.84,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
984,94,95,VICHOT Arthur,FDJ - BigMat,25.0,2:46:512:46:51,2012,74.0,1.84,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
985,104,104,VICHOT Arthur,FDJ,25.0,2:49:492:49:49,2011,74.0,1.84,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
986,45,46,NAVARRO Daniel,"Cofidis, Solutions Crédits",25.0,2:00:322:00:32,2018,60.0,1.75,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,27,28,NAVARRO Daniel,"Cofidis, Solutions Crédits",65.0,1:15:261:15:26,2017,60.0,1.75,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,66,66,NAVARRO Daniel,"Cofidis, Solutions Crédits",25.0,2:43:342:43:34,2015,60.0,1.75,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,9,9,NAVARRO Daniel,"Cofidis, Solutions Crédits",210.0,15:5215:52,2013,60.0,1.75,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,62,62,NAVARRO Daniel,Saxo Bank - Sungard,25.0,1:53:221:53:22,2011,60.0,1.75,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,51,51,TEN DAM Laurens,Team Sunweb,25.0,2:06:222:06:22,2018,67.0,1.84,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
992,67,66,TEN DAM Laurens,Team Sunweb,25.0,2:34:562:34:56,2017,67.0,1.84,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
993,73,73,TEN DAM Laurens,Team Giant - Alpecin,25.0,2:53:222:53:22,2016,67.0,1.84,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
994,92,92,TEN DAM Laurens,Team LottoNL-Jumbo,25.0,3:18:433:18:43,2015,67.0,1.84,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,9,9,TEN DAM Laurens,Belkin-Pro Cycling Team,210.0,18:1118:11,2014,67.0,1.84,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,13,13,TEN DAM Laurens,Belkin-Pro Cycling Team,170.0,21:3921:39,2013,67.0,1.84,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,28,28,TEN DAM Laurens,Rabobank Cycling Team,60.0,1:05:391:05:39,2012,67.0,1.84,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,58,58,TEN DAM Laurens,Rabobank Cycling Team,25.0,1:47:021:47:02,2011,67.0,1.84,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,54,54,DEGAND Thomas,Wanty - Groupe Gobert,25.0,2:09:542:09:54,2018,63.0,1.76,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1000,34,34,DEGAND Thomas,Wanty - Groupe Gobert,30.0,1:34:021:34:02,2017,63.0,1.76,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1001,56,57,HANSEN Jesper,Astana Pro Team,25.0,2:10:332:10:33,2018,60.0,1.72,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,59,59,SLAGTER Tom-Jelte,Team Dimension Data,25.0,2:13:582:13:58,2018,57.0,1.69,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1003,82,82,SLAGTER Tom-Jelte,Cannondale-Drapac Pro Cycling Team,25.0,3:09:193:09:19,2016,57.0,1.69,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,56,56,SLAGTER Tom-Jelte,Garmin Sharp,25.0,2:49:202:49:20,2014,57.0,1.69,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,60,60,PELLIZOTTI Franco,Bahrain Merida Pro Cycling Team,25.0,2:17:322:17:32,2018,64.0,1.75,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,61,61,KOCHETKOV Pavel,Team Katusha Alpecin,25.0,2:17:522:17:52,2018,70.0,1.84,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,64,64,MINNAARD Marco,Wanty - Groupe Gobert,25.0,2:20:312:20:31,2018,65.0,1.78,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1008,40,40,MINNAARD Marco,Wanty - Groupe Gobert,25.0,1:48:111:48:11,2017,65.0,1.78,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1009,69,69,ATAPUMA Darwin,UAE-Team Emirates,25.0,2:35:472:35:47,2018,59.0,1.68,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,41,41,ATAPUMA Darwin,UAE Team Emirates,25.0,1:50:311:50:31,2017,59.0,1.68,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,74,75,LUDVIGSSON Tobias,Groupama - FDJ,25.0,2:45:402:45:40,2018,76.0,1.94,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1012,75,76,VERMOTE Julien,Team Dimension Data,25.0,2:45:572:45:57,2018,71.0,1.79,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1013,139,140,VERMOTE Julien,Quick-Step Floors,25.0,3:52:543:52:54,2017,71.0,1.79,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1014,114,115,VERMOTE Julien,Etixx - Quick Step,25.0,3:52:503:52:50,2016,71.0,1.79,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1015,116,116,VERMOTE Julien,Etixx - Quick Step,25.0,3:50:323:50:32,2015,71.0,1.79,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1016,79,80,BOSWELL Ian,Team Katusha Alpecin,25.0,2:51:472:51:47,2018,70.0,1.85,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,81,82,MARTENS Paul,Team LottoNL-Jumbo,25.0,2:52:462:52:46,2018,69.0,1.78,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,82,80,MARTENS Paul,Team LottoNL-Jumbo,25.0,2:54:142:54:14,2017,69.0,1.78,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,98,99,MARTENS Paul,Team LottoNL-Jumbo,25.0,3:33:293:33:29,2016,69.0,1.78,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,80,80,MARTENS Paul,Team LottoNL-Jumbo,25.0,3:04:523:04:52,2015,69.0,1.78,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,89,90,BOUDAT Thomas,Direct Energie,25.0,3:04:073:04:07,2018,67.0,1.75,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1022,140,142,BOUDAT Thomas,Direct Energie,25.0,3:53:083:53:08,2017,67.0,1.75,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1023,93,93,COUSIN Jérôme,Direct Energie,25.0,3:05:343:05:34,2018,74.0,1.8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1024,121,122,COUSIN Jérôme,"Cofidis, Solutions Crédits",25.0,3:58:363:58:36,2016,74.0,1.8,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,156,156,COUSIN Jérôme,Team Europcar,25.0,4:01:104:01:10,2013,74.0,1.8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1026,94,94,POLJAŃSKI Paweł,BORA - hansgrohe,25.0,3:07:143:07:14,2018,63.0,1.82,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,80,81,POLJAŃSKI Paweł,BORA - hansgrohe,25.0,2:53:422:53:42,2017,63.0,1.82,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,97,97,SMITH Dion,Wanty - Groupe Gobert,25.0,3:12:243:12:24,2018,67.0,1.79,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1029,124,124,SMITH Dion,Wanty - Groupe Gobert,25.0,3:39:243:39:24,2017,67.0,1.79,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1030,98,98,PICHON Laurent,Team Fortuneo - Samsic,25.0,3:12:463:12:46,2018,69.0,1.78,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1031,125,125,PICHON Laurent,Fortuneo - Oscaro,25.0,3:39:453:39:45,2017,69.0,1.78,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1032,102,102,KOREN Kristijan,Bahrain Merida Pro Cycling Team,25.0,3:16:543:16:54,2018,72.0,1.83,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,152,153,KOREN Kristijan,Cannondale-Drapac Pro Cycling Team,25.0,4:28:014:28:01,2016,72.0,1.83,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,69,69,KOREN Kristijan,Team Cannondale - Garmin ,25.0,2:51:442:51:44,2015,72.0,1.83,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
