,Rank,Prev_rank,Rider_name,Team_name,Points,Time,Year,Weight(kg),Height(m),Age,UAE-Team Emirates,Team Jumbo-Visma,INEOS Grenadiers,AG2R Citroën Team,BORA - hansgrohe,Movistar Team,Astana - Premier Tech,"Cofidis, Solutions Crédits",Bahrain - Victorious,EF Education - Nippo,Groupama - FDJ,Deceuninck - Quick Step,Team BikeExchange,Intermarché - Wanty - Gobert Matériaux,Trek - Segafredo,Team Qhubeka NextHash,B&B Hotels p/b KTM,Team Arkéa Samsic,Alpecin-Fenix,Israel Start-Up Nation,Team DSM,Team TotalEnergies,Lotto Soudal
384,119,119,THEUNS Edward,Trek - Segafredo,25.0,5:08:105:08:10,2020,72.0,1.83,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
385,88,89,THEUNS Edward,Team Sunweb,25.0,3:02:153:02:15,2018,72.0,1.83,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
386,105,107,BOIVIN Guillaume,Israel Start-Up Nation,25.0,3:33:423:33:42,2021,78.0,1.8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
387,106,108,SBARAGLI Kristian,Alpecin-Fenix,25.0,3:34:193:34:19,2021,70.0,1.75,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
388,107,106,COSNEFROY Benoît,AG2R Citroën Team,25.0,3:34:543:34:54,2021,64.0,1.79,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,116,114,COSNEFROY Benoît,AG2R La Mondiale,25.0,5:00:435:00:43,2020,64.0,1.79,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,113,113,COSNEFROY Benoît,AG2R La Mondiale,25.0,3:25:573:25:57,2019,64.0,1.79,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,108,109,BALLERINI Davide,Deceuninck - Quick Step,25.0,3:35:133:35:13,2021,77.0,1.83,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
392,109,111,PHILIPSEN Jasper,Alpecin-Fenix,25.0,3:42:113:42:11,2021,69.0,1.76,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
393,110,112,BJERG Mikkel,UAE-Team Emirates,25.0,3:42:213:42:21,2021,78.0,1.91,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,111,110,PEDERSEN Casper,Team DSM,25.0,3:42:523:42:52,2021,74.0,1.86,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
395,92,92,PEDERSEN Casper,Team Sunweb,25.0,4:24:134:24:13,2020,74.0,1.86,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
396,112,114,LAENGEN Vegard Stake,UAE-Team Emirates,25.0,3:43:333:43:33,2021,79.0,1.95,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,82,82,LAENGEN Vegard Stake,UAE-Team Emirates,25.0,3:53:173:53:17,2020,79.0,1.95,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,107,107,LAENGEN Vegard Stake,UAE-Team Emirates,25.0,3:15:243:15:24,2019,79.0,1.95,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,127,127,LAENGEN Vegard Stake,UAE Team Emirates,25.0,3:41:523:41:52,2017,79.0,1.95,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,113,115,GRUZDEV Dmitriy,Astana - Premier Tech,25.0,3:44:493:44:49,2021,78.0,1.85,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,115,115,GRUZDEV Dmitriy,Astana Pro Team,25.0,3:24:423:24:42,2017,78.0,1.85,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,131,131,GRUZDEV Dmitriy,Astana Pro Team,25.0,4:01:124:01:12,2015,78.0,1.85,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,130,131,GRUZDEV Dmitriy,Astana Pro Team,25.0,4:22:334:22:33,2014,78.0,1.85,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,114,113,JUUL-JENSEN Christopher,Team BikeExchange,25.0,3:45:073:45:07,2021,73.0,1.83,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
405,99,100,JUUL-JENSEN Christopher,Mitchelton-Scott,25.0,4:34:034:34:03,2020,73.0,1.83,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
406,112,112,JUUL-JENSEN Christopher,Mitchelton-Scott,25.0,3:22:223:22:22,2019,73.0,1.83,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
407,119,120,JUUL-JENSEN Christopher,ORICA-BikeExchange,25.0,3:58:103:58:10,2016,73.0,1.83,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
408,115,116,OSS Daniel,BORA - hansgrohe,25.0,3:46:533:46:53,2021,75.0,1.9,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,105,106,OSS Daniel,BORA - hansgrohe,25.0,4:40:464:40:46,2020,75.0,1.9,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,89,89,OSS Daniel,BORA - hansgrohe,25.0,2:54:562:54:56,2019,75.0,1.9,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,112,112,OSS Daniel,BORA - hansgrohe,25.0,3:32:293:32:29,2018,75.0,1.9,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,97,97,OSS Daniel,BMC Racing Team,25.0,3:22:143:22:14,2015,75.0,1.9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,69,69,OSS Daniel,BMC Racing Team,25.0,2:58:412:58:41,2014,75.0,1.9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,105,105,OSS Daniel,Liquigas - Cannondale,25.0,2:55:242:55:24,2012,75.0,1.9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,100,100,OSS Daniel,Liquigas - Cannondale,25.0,2:47:072:47:07,2011,75.0,1.9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,116,117,PÖSTLBERGER Lukas,BORA - hansgrohe,25.0,3:47:123:47:12,2021,70.0,1.82,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,132,132,PÖSTLBERGER Lukas,BORA - hansgrohe,25.0,3:56:533:56:53,2018,70.0,1.82,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,117,120,VAN POPPEL Boy,Intermarché - Wanty - Gobert Matériaux,25.0,3:50:253:50:25,2021,78.0,1.86,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
419,144,145,VAN POPPEL Boy,Vacansoleil - DCM,25.0,3:48:153:48:15,2013,78.0,1.86,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,118,118,VAKOČ Petr,Alpecin-Fenix,25.0,3:51:063:51:06,2021,68.0,1.8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
421,118,119,VAKOČ Petr,Etixx - Quick Step,25.0,3:57:583:57:58,2016,68.0,1.8,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
422,119,119,SCHELLING Ide,BORA - hansgrohe,25.0,3:51:163:51:16,2021,66.0,1.82,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,120,121,VAN POPPEL Danny,Intermarché - Wanty - Gobert Matériaux,25.0,3:52:533:52:53,2021,82.0,1.84,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
424,121,122,WALSCHEID Max,Team Qhubeka NextHash,25.0,3:53:053:53:05,2021,90.0,1.99,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
425,134,134,WALSCHEID Max,NTT Pro Cycling,25.0,5:29:385:29:38,2020,90.0,1.99,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
426,122,124,GOLDSTEIN Omer,Israel Start-Up Nation,25.0,3:55:263:55:26,2021,61.0,1.74,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
427,123,123,CLARKE Simon,Team Qhubeka NextHash,25.0,3:56:083:56:08,2021,63.0,1.75,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
428,61,61,CLARKE Simon,EF Education First,25.0,2:11:432:11:43,2019,63.0,1.75,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
429,100,100,CLARKE Simon,Team EF Education First-Drapac p/b Cannondale,25.0,3:15:403:15:40,2018,63.0,1.75,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
430,86,87,CLARKE Simon,Cannondale-Drapac Pro Cycling Team,25.0,2:55:272:55:27,2017,63.0,1.75,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
431,113,113,CLARKE Simon,Orica GreenEDGE,25.0,3:55:383:55:38,2014,63.0,1.75,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
432,68,68,CLARKE Simon,Orica GreenEDGE,25.0,2:20:142:20:14,2013,63.0,1.75,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
433,124,125,BARBERO Carlos,Team Qhubeka NextHash,25.0,4:00:204:00:20,2021,66.0,1.78,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
434,125,126,GREIPEL André,Israel Start-Up Nation,25.0,4:01:264:01:26,2021,80.0,1.84,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
435,144,145,GREIPEL André,Team Arkéa Samsic,25.0,4:07:004:07:00,2019,80.0,1.84,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
436,149,149,GREIPEL André,Lotto Soudal,25.0,4:02:544:02:54,2017,80.0,1.84,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
437,133,134,GREIPEL André,Lotto Soudal,25.0,4:09:074:09:07,2016,80.0,1.84,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
438,134,134,GREIPEL André,Lotto Soudal,25.0,4:03:284:03:28,2015,80.0,1.84,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
439,149,150,GREIPEL André,Lotto Belisol ,25.0,4:44:544:44:54,2014,80.0,1.84,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
440,129,130,GREIPEL André,Lotto Belisol Team,25.0,3:32:073:32:07,2013,80.0,1.84,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
441,123,123,GREIPEL André,Lotto Belisol Team,25.0,3:09:023:09:02,2012,80.0,1.84,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
442,156,156,GREIPEL André,Omega Pharma-Lotto ,25.0,3:35:043:35:04,2011,80.0,1.84,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
443,126,128,EEKHOFF Nils,Team DSM,25.0,4:02:444:02:44,2021,75.0,1.91,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
444,127,129,HALLER Marco,Bahrain - Victorious,25.0,4:03:014:03:01,2021,72.0,1.78,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,143,143,HALLER Marco,Bahrain - McLaren,25.0,5:46:275:46:27,2020,72.0,1.78,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,148,148,HALLER Marco,Team Katusha Alpecin,25.0,4:08:174:08:17,2019,72.0,1.78,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,155,155,HALLER Marco,Team Katusha Alpecin,25.0,4:13:504:13:50,2017,72.0,1.78,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,162,164,HALLER Marco,Team Katusha ,25.0,4:31:404:31:40,2016,72.0,1.78,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,126,126,HALLER Marco,Team Katusha ,25.0,3:59:043:59:04,2015,72.0,1.78,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,128,127,NIEUWENHUIS Joris,Team DSM,25.0,4:03:224:03:22,2021,71.0,1.85,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
451,103,103,NIEUWENHUIS Joris,Team Sunweb,25.0,4:38:504:38:50,2020,71.0,1.85,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
452,129,130,SIMON Julien,Team TotalEnergies,25.0,4:05:494:05:49,2021,65.0,1.76,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
453,108,109,SIMON Julien,"Cofidis, Solutions Crédits",25.0,3:17:083:17:08,2019,65.0,1.76,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,101,101,SIMON Julien,"Cofidis, Solutions Crédits",25.0,3:15:553:15:55,2018,65.0,1.76,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,117,117,SIMON Julien,"Cofidis, Solutions Crédits",25.0,3:29:213:29:21,2017,65.0,1.76,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,94,94,SIMON Julien,"Cofidis, Solutions Crédits",25.0,3:19:533:19:53,2015,65.0,1.76,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,109,110,SIMON Julien,"Cofidis, Solutions Crédits",25.0,3:46:563:46:56,2014,65.0,1.76,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,87,87,SIMON Julien,Sojasun,25.0,2:41:242:41:24,2013,65.0,1.76,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,92,93,SIMON Julien,Saur - Sojasun,25.0,2:46:042:46:04,2012,65.0,1.76,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,130,131,BENNETT Sean,Team Qhubeka NextHash,25.0,4:07:424:07:42,2021,66.0,1.78,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
461,131,133,WALLAYS Jelle,"Cofidis, Solutions Crédits",25.0,4:09:464:09:46,2021,77.0,1.85,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,132,132,CABOT Jérémy,Team TotalEnergies,25.0,4:11:354:11:35,2021,76.0,1.92,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463,133,134,FROOME Chris,Israel Start-Up Nation,25.0,4:12:014:12:01,2021,66.0,1.86,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
464,3,3,FROOME Chris,Team Sky,340.0,2:242:24,2018,66.0,1.86,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,1,1,FROOME Chris,Team Sky,500.0,86:20:55,2017,66.0,1.86,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,1,1,FROOME Chris,Team Sky,500.0,89:04:48,2016,66.0,1.86,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,1,1,FROOME Chris,Team Sky,500.0,84:46:14,2015,66.0,1.86,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,1,1,FROOME Chris,Sky Procycling,500.0,83:56:40,2013,66.0,1.86,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,2,2,FROOME Chris,Sky Procycling,380.0,3:213:21,2012,66.0,1.86,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,134,135,ZABEL Rick,Israel Start-Up Nation,25.0,4:13:074:13:07,2021,75.0,1.84,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
471,145,143,ZABEL Rick,Team Katusha Alpecin,25.0,3:55:483:55:48,2017,75.0,1.84,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,135,136,DEVENYNS Dries,Deceuninck - Quick Step,25.0,4:20:494:20:49,2021,65.0,1.77,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
473,90,91,DEVENYNS Dries,Deceuninck - Quick Step,25.0,4:20:414:20:41,2020,65.0,1.77,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
474,97,95,DEVENYNS Dries,Deceuninck - Quick Step,25.0,3:02:423:02:42,2019,65.0,1.77,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
475,68,68,DEVENYNS Dries,Omega Pharma - Quick-Step,25.0,2:12:222:12:22,2012,65.0,1.77,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
476,46,46,DEVENYNS Dries,Quickstep Cycling Team,25.0,1:34:061:34:06,2011,65.0,1.77,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
477,136,137,HOLLENSTEIN Reto,Israel Start-Up Nation,25.0,4:24:194:24:19,2021,80.0,1.97,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
478,150,150,HOLLENSTEIN Reto,Team Katusha Alpecin,25.0,4:03:454:03:45,2017,80.0,1.97,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,97,97,HOLLENSTEIN Reto,IAM Cycling,25.0,3:28:333:28:33,2016,80.0,1.97,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,75,75,HOLLENSTEIN Reto,IAM Cycling,25.0,2:58:302:58:30,2015,80.0,1.97,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,137,138,PEDERSEN Mads,Trek - Segafredo,25.0,4:29:174:29:17,2021,70.0,1.79,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
482,124,124,PEDERSEN Mads,Trek - Segafredo,25.0,5:11:035:11:03,2020,70.0,1.79,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
483,138,139,MØRKØV Michael,Deceuninck - Quick Step,25.0,4:32:454:32:45,2021,71.0,1.83,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
484,130,131,MØRKØV Michael,Deceuninck - Quick Step,25.0,5:26:215:26:21,2020,71.0,1.83,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
485,152,152,MØRKØV Michael,Deceuninck - Quick Step,25.0,4:19:334:19:33,2019,71.0,1.83,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
486,134,134,MØRKØV Michael,Tinkoff - Saxo,25.0,4:26:294:26:29,2014,71.0,1.83,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,93,92,MØRKØV Michael,Team Saxo Bank - Tinkoff Bank,25.0,2:46:142:46:14,2012,71.0,1.83,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,139,140,CAVENDISH Mark,Deceuninck - Quick Step,25.0,4:34:144:34:14,2021,70.0,1.75,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
489,142,142,CAVENDISH Mark,Etixx - Quick Step,25.0,4:12:054:12:05,2015,70.0,1.75,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
490,148,150,CAVENDISH Mark,Omega Pharma - Quick-Step,25.0,3:52:043:52:04,2013,70.0,1.75,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
491,142,143,CAVENDISH Mark,Sky Procycling,25.0,3:28:363:28:36,2012,70.0,1.75,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,130,130,CAVENDISH Mark,HTC - High Road,25.0,3:15:053:15:05,2011,70.0,1.75,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,140,141,BOL Cees,Team DSM,25.0,4:36:394:36:39,2021,83.0,1.94,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
494,140,140,BOL Cees,Team Sunweb,25.0,5:38:165:38:16,2020,83.0,1.94,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
495,141,142,DECLERCQ Tim,Deceuninck - Quick Step,25.0,5:01:095:01:09,2021,78.0,1.9,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
496,127,127,DECLERCQ Tim,Deceuninck - Quick Step,25.0,5:14:525:14:52,2020,78.0,1.9,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
497,2,2,ROGLIČ Primož,Team Jumbo-Visma,380.0,0:590:59,2020,65.0,1.77,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,4,4,ROGLIČ Primož,Team LottoNL-Jumbo,300.0,3:223:22,2018,65.0,1.77,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,38,38,ROGLIČ Primož,Team LottoNL-Jumbo,25.0,1:44:411:44:41,2017,65.0,1.77,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,4,4,LANDA Mikel,Bahrain - McLaren,300.0,5:585:58,2020,60.0,1.73,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,6,6,LANDA Mikel,Movistar Team,260.0,4:234:23,2019,60.0,1.73,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,7,7,LANDA Mikel,Movistar Team,240.0,7:377:37,2018,60.0,1.73,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,4,4,LANDA Mikel,Team Sky,300.0,2:212:21,2017,60.0,1.73,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,35,35,LANDA Mikel,Team Sky,25.0,1:32:191:32:19,2016,60.0,1.73,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,6,6,LÓPEZ Miguel Ángel,Astana Pro Team,260.0,6:476:47,2020,59.0,1.64,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,7,7,DUMOULIN Tom,Team Jumbo-Visma,240.0,7:487:48,2020,69.0,1.85,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,2,2,DUMOULIN Tom,Team Sunweb,380.0,1:511:51,2018,69.0,1.85,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
508,33,33,DUMOULIN Tom,Team Giant - Shimano,35.0,1:48:001:48:00,2014,69.0,1.85,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
509,41,42,DUMOULIN Tom,Team Argos - Shimano,25.0,1:34:301:34:30,2013,69.0,1.85,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
510,9,9,YATES Adam,Mitchelton-Scott,210.0,9:259:25,2020,58.0,1.73,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
511,29,29,YATES Adam,Mitchelton-Scott,55.0,1:16:501:16:50,2019,58.0,1.73,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
512,29,29,YATES Adam,Mitchelton-Scott,55.0,1:17:351:17:35,2018,58.0,1.73,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
513,4,4,YATES Adam,ORICA-BikeExchange,300.0,4:424:42,2016,58.0,1.73,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
514,50,50,YATES Adam,Orica GreenEDGE,25.0,2:16:362:16:36,2015,58.0,1.73,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
515,10,10,CARUSO Damiano,Bahrain - McLaren,200.0,14:0314:03,2020,67.0,1.79,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,58,58,CARUSO Damiano,Bahrain Merida,25.0,2:07:152:07:15,2019,67.0,1.79,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,20,20,CARUSO Damiano,BMC Racing Team,100.0,42:3142:31,2018,67.0,1.79,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,11,11,CARUSO Damiano,BMC Racing Team,190.0,14:4814:48,2017,67.0,1.79,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,22,22,CARUSO Damiano,BMC Racing Team,90.0,48:2348:23,2016,67.0,1.79,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,53,53,CARUSO Damiano,BMC Racing Team,25.0,2:26:322:26:32,2015,67.0,1.79,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
